student_id,roll_no,department,semester,attendance_percentage,current_cgpa,previous_cgpa,cgpa_trend,backlogs,internal_marks,assignment_score,credits_completed,event_participation,internship_status,skill_score,placement_status,at_risk,risk_probability_ground_truth
STU-3530,25EC930,ECE,1,67.0,7.19,7.14,stable,0,76.0,76.3,18,80.9,,61.4,Not Eligible,0,0.166
STU-7707,25CI607,Civil,1,73.7,8.31,8.3,stable,0,80.0,83.9,19,90.3,,62.5,Not Eligible,0,0.126
STU-7431,25ME331,Mechanical,1,89.5,6.54,7.32,declining,3,67.4,94.9,18,62.0,,63.5,Not Eligible,1,0.883
STU-5252,23EE852,EEE,6,79.9,7.28,7.3,stable,0,78.0,80.6,124,91.4,Completed,71.5,Eligible,0,0.099
STU-2871,22IT271,IT,7,80.4,7.46,7.13,improving,0,82.5,88.3,149,63.7,,67.2,Placed,0,0.072
STU-6215,24EE915,EEE,3,88.9,7.56,7.09,improving,0,71.3,86.5,59,33.7,,64.8,Not Eligible,0,0.114
STU-1507,23CS707,CSE,5,91.6,7.73,7.66,stable,0,77.9,80.9,105,49.3,Completed,83.8,Eligible,0,0.11
STU-5938,25EE638,EEE,2,81.1,8.33,8.21,stable,0,88.6,70.1,43,93.3,,87.0,Not Eligible,0,0.052
STU-7703,23CI603,Civil,5,78.6,6.51,6.5,stable,0,73.9,72.3,107,43.9,,52.0,Eligible,0,0.118
STU-6707,24ME507,Mechanical,4,79.8,8.24,8.18,stable,0,86.0,79.8,86,87.6,,70.4,Not Eligible,0,0.048
STU-5759,25EE459,EEE,1,98.6,7.72,7.15,improving,0,75.7,91.1,23,76.1,,88.3,Not Eligible,0,0.054
STU-4066,24EC566,ECE,3,85.9,8.91,8.96,stable,0,92.9,87.5,61,45.8,,84.4,Not Eligible,0,0.085
STU-6130,24EE830,EEE,4,92.3,7.29,7.35,stable,0,64.8,89.4,85,74.7,,66.9,Not Eligible,0,0.097
STU-8376,24CI376,Civil,3,82.4,8.74,9.03,declining,0,94.5,87.7,61,15.1,Ongoing,81.6,Not Eligible,0,0.123
STU-7702,25CI602,Civil,1,86.7,7.93,7.7,improving,0,78.4,79.0,23,15.9,,83.9,Not Eligible,0,0.265
STU-4893,24EC493,ECE,3,76.7,8.7,8.67,stable,0,88.2,84.4,61,32.6,Ongoing,98.0,Not Eligible,0,0.089
STU-3899,23EC399,ECE,5,77.2,7.89,7.6,improving,0,79.2,82.2,101,28.9,Completed,66.0,Eligible,0,0.121
STU-6154,25EE854,EEE,2,99.0,7.44,7.69,declining,0,76.4,99.0,40,49.9,,73.7,Not Eligible,0,0.132
STU-1243,22CS443,CSE,7,97.9,7.88,7.98,stable,0,80.0,96.7,147,46.5,Completed,80.2,Placed,0,0.108
STU-1196,22CS396,CSE,7,90.2,8.83,8.85,stable,0,83.6,93.6,149,66.3,,98.0,Placed,0,0.104
STU-2991,23IT391,IT,5,84.5,7.09,7.08,stable,0,64.7,85.6,107,50.6,Completed,68.3,Eligible,0,0.088
STU-2514,22IT814,IT,7,95.3,8.6,9.31,declining,0,85.5,84.6,149,52.9,Completed,82.2,Placed,0,0.152
STU-3233,23IT633,IT,6,77.1,9.82,9.4,improving,0,95.8,79.3,128,49.4,Ongoing,97.5,Eligible,0,0.088
STU-4084,24EC584,ECE,3,65.2,8.41,8.47,stable,0,90.5,67.1,63,58.7,,77.3,Not Eligible,0,0.245
STU-1656,22CS856,CSE,8,85.5,8.5,8.25,improving,0,91.6,82.9,168,28.5,Completed,86.6,Placed,0,0.095
STU-4191,23EC691,ECE,5,72.9,8.61,8.51,stable,0,90.5,69.7,107,54.5,Ongoing,98.0,Eligible,0,0.101
STU-8347,22CI347,Civil,7,62.1,6.36,6.36,stable,0,62.0,65.5,145,45.6,,72.6,In Process,0,0.402
STU-2553,24IT853,IT,4,84.2,9.46,9.1,improving,0,92.9,82.2,85,93.7,,80.3,Not Eligible,0,0.05
STU-2951,24IT351,IT,3,86.8,7.37,7.67,declining,0,64.9,80.5,64,70.7,,64.1,Not Eligible,0,0.128
STU-0473,25CS573,CSE,1,75.4,8.73,8.84,stable,0,84.6,78.2,18,71.4,,75.5,Not Eligible,0,0.102
STU-4140,24EC640,ECE,3,91.3,7.94,8.58,declining,0,82.4,83.0,65,74.1,,66.3,Not Eligible,0,0.145
STU-5831,24EE531,EEE,4,76.3,6.7,7.01,declining,0,67.0,85.3,82,37.0,,78.9,Not Eligible,0,0.227
STU-4196,23EC696,ECE,5,84.6,5.8,6.29,declining,2,51.1,84.6,93,43.1,,51.3,In Process,1,0.849
STU-6344,23ME144,Mechanical,6,64.4,8.24,7.61,improving,0,75.8,64.3,128,48.5,Ongoing,97.9,Eligible,0,0.186
STU-8145,25CI145,Civil,1,70.8,7.04,6.59,improving,0,71.2,71.2,22,48.1,,74.3,Not Eligible,0,0.138
STU-2950,23IT350,IT,6,87.0,7.68,6.95,improving,0,76.1,91.1,128,72.5,Completed,74.2,Eligible,0,0.063
STU-3909,22EC409,ECE,7,95.9,7.77,7.58,improving,0,79.1,97.6,147,35.4,Completed,61.0,Placed,0,0.141
STU-6778,23ME578,Mechanical,5,66.2,6.13,5.66,improving,1,58.8,66.1,97,48.5,Completed,37.6,In Process,1,0.556
STU-5158,24EC758,ECE,3,80.8,8.29,8.1,improving,0,85.8,79.1,59,57.7,,98.0,Not Eligible,0,0.091
STU-1782,22CS982,CSE,8,86.2,7.04,6.58,improving,0,71.3,93.5,164,49.1,Ongoing,63.4,Not Eligible,0,0.136
STU-0662,22CS762,CSE,8,73.7,7.6,7.77,declining,0,80.0,72.3,170,62.1,Completed,52.1,Placed,0,0.19
STU-4039,22EC539,ECE,7,84.5,8.0,7.41,improving,0,75.8,83.5,148,49.5,Ongoing,67.0,Placed,0,0.103
STU-8243,22CI243,Civil,8,85.4,7.99,7.91,stable,0,81.6,79.7,168,92.0,Completed,93.4,Placed,0,0.066
STU-7051,24ME851,Mechanical,4,95.8,8.35,8.0,improving,0,79.7,98.9,82,85.3,,79.9,Not Eligible,0,0.081
STU-0388,25CS488,CSE,2,79.8,8.25,7.75,improving,0,73.4,82.3,38,74.4,,87.5,Not Eligible,0,0.075
STU-5765,25EE465,EEE,1,91.1,7.93,8.55,declining,0,74.2,85.2,22,40.9,,85.9,Not Eligible,0,0.23
STU-8294,25CI294,Civil,1,81.2,7.72,6.85,improving,0,78.6,80.5,23,49.0,,74.3,Not Eligible,0,0.073
STU-7057,22ME857,Mechanical,8,75.2,7.53,8.21,declining,0,79.4,77.1,166,60.8,Completed,62.4,In Process,0,0.18
STU-5347,22EE947,EEE,8,80.8,7.73,7.47,improving,0,79.6,77.3,164,82.8,Completed,88.3,Placed,0,0.076
STU-7058,25ME858,Mechanical,1,90.7,6.75,6.63,stable,1,72.3,87.5,19,29.7,,55.6,Not Eligible,0,0.242
STU-2508,24IT808,IT,4,86.0,8.17,8.29,stable,0,94.5,83.9,86,60.4,,92.3,Not Eligible,0,0.176
STU-6894,22ME694,Mechanical,7,85.4,6.11,5.87,improving,0,61.9,78.2,149,69.4,,43.4,Placed,0,0.168
STU-2451,22IT751,IT,8,90.5,8.16,8.29,stable,0,82.0,87.8,169,59.1,Ongoing,94.0,Placed,0,0.1
STU-0317,24CS417,CSE,4,97.4,8.68,7.71,improving,0,86.9,84.7,80,57.5,,74.7,Not Eligible,0,0.084
STU-0645,25CS745,CSE,1,73.5,9.01,9.07,stable,1,88.7,76.1,18,52.5,,74.0,Not Eligible,0,0.269
STU-2463,25IT763,IT,2,81.8,7.29,7.06,improving,0,74.3,78.6,38,37.5,Ongoing,78.8,Not Eligible,0,0.14
STU-2554,22IT854,IT,8,88.4,8.53,8.28,improving,0,81.6,77.1,166,72.5,Completed,91.1,Placed,0,0.076
STU-2617,24IT917,IT,3,76.1,8.11,8.17,stable,3,74.5,68.3,53,35.5,,94.2,Not Eligible,1,0.783
STU-5600,25EE300,EEE,1,68.3,7.31,7.48,declining,1,74.5,57.6,18,28.9,,81.1,Not Eligible,1,0.518
STU-0534,23CS634,CSE,5,81.3,8.62,8.81,declining,0,88.4,80.9,107,54.6,,62.0,Eligible,0,0.065
STU-4456,25EC956,ECE,2,79.5,6.94,7.35,declining,0,73.5,73.5,43,79.4,,75.3,Not Eligible,0,0.192
STU-0435,25CS535,CSE,1,71.7,8.4,8.45,stable,0,86.1,73.5,19,83.5,,98.0,Not Eligible,0,0.112
STU-2085,23CS385,CSE,5,64.9,7.51,8.31,declining,0,71.8,76.9,107,64.0,Completed,67.6,Eligible,1,0.503
STU-2011,25CS311,CSE,1,65.7,8.74,8.31,improving,0,87.0,62.4,19,53.6,,80.2,Not Eligible,0,0.312
STU-3561,25EC961,ECE,2,81.1,8.5,8.17,improving,0,81.4,86.9,43,74.6,,70.2,Not Eligible,0,0.072
STU-5669,22EE369,EEE,7,86.5,8.13,8.44,declining,0,79.0,86.8,148,94.4,Ongoing,52.9,Placed,0,0.115
STU-6598,22ME398,Mechanical,8,80.4,7.55,8.0,declining,0,77.2,81.2,166,64.6,,79.8,Placed,0,0.202
STU-2766,25IT166,IT,2,83.3,8.33,8.19,stable,0,76.8,74.9,38,46.1,,77.3,Not Eligible,0,0.056
STU-7402,23ME302,Mechanical,5,73.6,8.39,7.7,improving,0,84.2,74.2,103,33.0,,98.0,Eligible,0,0.08
STU-1912,22CS212,CSE,7,87.1,9.03,8.97,stable,0,90.2,85.3,149,30.3,Completed,98.0,Placed,0,0.065
STU-6897,22ME697,Mechanical,7,78.9,8.37,8.41,stable,0,82.5,74.8,147,49.6,,78.4,Placed,0,0.07
STU-4427,24EC927,ECE,4,78.4,8.16,7.88,improving,0,82.4,69.4,85,44.4,,76.5,Not Eligible,0,0.087
STU-6622,23ME422,Mechanical,6,74.4,8.29,7.73,improving,0,76.5,66.7,126,67.9,,81.7,Eligible,0,0.132
STU-7169,23ME969,Mechanical,6,76.1,6.15,5.88,improving,0,62.1,72.8,124,81.4,Completed,64.4,In Process,0,0.287
STU-0437,25CS537,CSE,1,79.6,8.65,8.22,improving,0,89.3,82.3,21,59.8,,76.1,Not Eligible,0,0.106
STU-6006,23EE706,EEE,6,76.5,8.1,7.6,improving,0,86.3,75.4,124,18.8,Ongoing,75.1,Eligible,0,0.048
STU-4904,22EC504,ECE,7,91.1,8.21,7.63,improving,0,79.5,90.8,143,62.1,Ongoing,86.0,Placed,0,0.073
STU-4669,24EC269,ECE,3,81.5,7.14,6.98,improving,0,70.1,85.4,63,28.1,,54.3,Not Eligible,0,0.04
STU-7530,24ME430,Mechanical,3,78.8,6.57,6.05,improving,0,64.8,75.1,65,86.7,,62.2,Not Eligible,0,0.039
STU-3692,24EC192,ECE,3,93.7,7.97,6.89,improving,0,77.3,80.1,64,5.0,,72.6,Not Eligible,0,0.155
STU-1402,25CS602,CSE,2,81.8,8.29,8.86,declining,0,79.2,81.2,42,61.9,,70.5,Not Eligible,0,0.132
STU-1816,22CS116,CSE,8,99.0,8.05,7.9,improving,0,79.0,88.2,169,22.4,Ongoing,68.6,Placed,0,0.146
STU-0549,23CS649,CSE,5,79.2,7.31,7.02,improving,1,71.2,78.6,103,52.6,Completed,69.3,In Process,0,0.158
STU-7967,25CI867,Civil,1,83.8,7.73,7.64,stable,0,81.4,79.5,18,53.7,,65.7,Not Eligible,0,0.138
STU-4475,25EC975,ECE,1,61.0,6.77,6.41,improving,0,63.1,62.2,19,81.5,,72.4,Not Eligible,0,0.368
STU-2274,24IT574,IT,4,81.6,8.17,7.67,improving,0,85.4,81.3,80,60.4,,47.4,Not Eligible,0,0.064
STU-5660,22EE360,EEE,7,86.5,7.16,6.66,improving,0,60.0,88.7,145,68.2,,72.6,In Process,0,0.091
STU-1084,22CS284,CSE,7,92.5,8.85,8.79,stable,0,92.8,98.6,145,77.7,Completed,73.9,Placed,0,0.077
STU-7089,23ME889,Mechanical,5,72.3,8.42,8.29,stable,0,91.0,75.7,103,28.0,Completed,85.4,Eligible,0,0.183
STU-5059,24EC659,ECE,4,74.5,8.85,9.23,declining,0,88.3,63.6,80,82.2,,90.6,Not Eligible,0,0.209
STU-1119,24CS319,CSE,3,74.2,7.7,7.61,stable,0,79.7,82.2,65,78.2,,82.8,Not Eligible,0,0.151
STU-7881,23CI781,Civil,6,77.7,7.74,8.18,declining,0,77.2,65.3,122,64.5,Completed,85.0,Eligible,0,0.239
STU-8147,23CI147,Civil,5,82.1,6.97,6.85,stable,0,72.4,87.4,105,85.5,,61.8,Eligible,0,0.048
STU-5074,22EC674,ECE,7,71.0,7.43,7.39,stable,3,70.9,69.9,133,49.7,Ongoing,78.6,In Process,1,0.676
STU-0100,25CS200,CSE,1,92.8,9.29,9.22,stable,0,99.0,89.6,19,54.5,,70.3,Not Eligible,0,0.073
STU-4792,24EC392,ECE,3,79.9,7.85,7.64,improving,0,79.4,77.2,63,74.8,,76.5,Not Eligible,0,0.072
STU-2232,22IT532,IT,7,88.2,8.31,8.2,stable,0,84.7,77.2,148,50.1,,88.0,Placed,0,0.103
STU-6109,25EE809,EEE,1,85.4,6.41,6.54,stable,0,63.1,80.8,18,78.7,,82.2,Not Eligible,0,0.079
STU-4627,23EC227,ECE,6,85.2,9.95,9.51,improving,0,99.0,86.2,128,88.7,,98.0,Eligible,0,0.092
STU-2234,24IT534,IT,4,70.7,8.18,8.1,stable,1,77.3,65.9,78,68.2,,84.8,Not Eligible,0,0.307
STU-1943,22CS243,CSE,7,79.4,8.41,8.57,declining,0,84.1,68.8,147,49.2,,79.8,Not Eligible,0,0.078
STU-1329,23CS529,CSE,6,90.3,6.71,6.72,stable,0,78.2,88.0,126,87.1,,74.5,Eligible,0,0.088
STU-0746,22CS846,CSE,8,99.0,8.27,8.14,stable,0,84.3,96.8,169,94.0,Completed,80.3,Placed,0,0.063
STU-3256,25IT656,IT,2,78.3,9.95,10.0,stable,0,96.2,77.6,42,40.5,,98.0,Not Eligible,0,0.161
STU-1195,25CS395,CSE,1,67.4,7.65,7.64,stable,0,73.4,67.2,21,51.2,,98.0,Not Eligible,0,0.182
STU-2240,25IT540,IT,2,92.2,8.11,8.07,stable,0,82.3,94.3,42,25.0,,73.3,Not Eligible,0,0.166
STU-6792,23ME592,Mechanical,5,87.4,7.99,7.4,improving,0,76.7,81.1,101,47.7,,98.0,Eligible,0,0.081
STU-2487,24IT787,IT,3,78.2,8.4,8.41,stable,0,92.5,68.0,65,24.3,,88.1,Not Eligible,0,0.264
STU-2339,22IT639,IT,7,74.8,8.65,8.45,improving,0,84.4,74.0,147,58.0,Completed,74.5,Placed,0,0.055
STU-2783,23IT183,IT,5,79.3,8.13,8.68,declining,0,89.2,66.7,103,58.4,Completed,59.2,Eligible,0,0.14
STU-3812,23EC312,ECE,6,91.2,7.63,7.36,improving,0,81.7,88.9,124,67.8,Completed,57.5,Eligible,0,0.094
STU-7995,23CI895,Civil,5,82.5,8.43,8.93,declining,0,80.0,74.7,105,90.3,,82.5,Eligible,0,0.222
STU-1558,24CS758,CSE,4,94.1,9.41,9.37,stable,0,99.0,93.8,80,62.2,,92.2,Not Eligible,0,0.072
STU-3339,22IT739,IT,7,72.1,7.95,7.8,improving,0,81.4,71.6,149,44.6,Completed,75.4,Placed,0,0.123
STU-7759,22CI659,Civil,7,89.7,8.13,8.11,stable,0,76.5,69.9,149,57.7,,66.0,Placed,0,0.117
STU-6122,25EE822,EEE,1,81.9,7.04,6.72,improving,0,70.0,74.3,21,60.7,,78.9,Not Eligible,0,0.133
STU-8144,25CI144,Civil,1,86.1,7.31,7.47,declining,0,70.7,82.9,19,42.9,,56.0,Not Eligible,0,0.091
STU-3108,23IT508,IT,6,74.2,9.14,8.56,improving,0,96.4,72.4,128,84.9,Completed,76.6,Eligible,0,0.081
STU-1970,25CS270,CSE,1,82.0,7.31,7.3,stable,0,69.3,89.2,19,73.9,,76.3,Not Eligible,0,0.075
STU-0366,24CS466,CSE,3,88.5,8.36,8.82,declining,0,90.9,83.4,59,70.1,,98.0,Not Eligible,0,0.254
STU-8289,25CI289,Civil,1,80.9,6.28,6.5,declining,0,72.2,81.6,21,79.9,,50.6,Not Eligible,0,0.108
STU-1882,22CS182,CSE,7,95.6,7.43,7.7,declining,0,73.6,92.9,149,76.0,,55.4,In Process,0,0.112
STU-5672,25EE372,EEE,2,92.0,9.91,9.84,stable,0,95.0,91.5,38,29.1,,98.0,Not Eligible,0,0.093
STU-6730,25ME530,Mechanical,2,92.5,6.35,6.43,stable,0,65.0,76.3,44,98.0,,72.0,Not Eligible,0,0.172
STU-3777,24EC277,ECE,3,75.7,7.74,8.11,declining,0,74.8,72.5,64,44.7,,72.9,Not Eligible,0,0.204
STU-4687,25EC287,ECE,2,86.9,6.81,6.29,improving,0,75.7,68.8,40,47.2,,72.5,Not Eligible,0,0.055
STU-6755,23ME555,Mechanical,6,83.7,6.65,6.5,improving,0,68.0,82.7,122,69.0,Completed,60.3,Eligible,0,0.093
STU-1862,23CS162,CSE,6,84.2,8.48,8.55,stable,0,81.2,73.9,127,38.1,,98.0,Eligible,0,0.152
STU-0493,24CS593,CSE,3,97.0,8.03,7.52,improving,0,77.8,97.3,59,67.4,,68.5,Not Eligible,0,0.088
STU-1378,24CS578,CSE,4,76.4,7.29,7.93,declining,0,72.1,71.0,86,68.7,,66.4,Not Eligible,0,0.18
STU-7740,22CI640,Civil,7,82.1,7.22,7.49,declining,0,74.8,86.6,147,54.4,,68.3,Not Eligible,0,0.078
STU-0212,23CS312,CSE,6,79.4,9.08,9.17,stable,0,91.7,71.1,128,98.0,Completed,98.0,Eligible,0,0.141
STU-0910,24CS110,CSE,3,83.5,7.77,7.58,improving,0,84.0,79.0,65,41.1,,81.1,Not Eligible,0,0.101
STU-5621,24EE321,EEE,4,74.6,8.16,8.04,stable,3,81.6,67.7,68,47.0,,71.9,Not Eligible,1,0.742
STU-4447,22EC947,ECE,8,92.0,9.28,9.19,stable,1,94.8,95.5,165,41.0,Completed,89.4,Placed,0,0.311
STU-4072,24EC572,ECE,3,88.9,6.49,6.84,declining,0,64.8,87.0,61,32.2,,55.9,Not Eligible,0,0.159
STU-6784,22ME584,Mechanical,8,82.8,5.76,5.87,stable,0,60.2,79.3,170,45.6,,76.8,In Process,0,0.217
STU-5523,24EE223,EEE,4,75.4,6.54,6.12,improving,0,67.3,71.5,82,44.5,Ongoing,77.3,Not Eligible,0,0.083
STU-0037,24CS137,CSE,3,93.1,8.86,8.58,improving,0,89.3,89.5,61,55.7,,98.0,Not Eligible,0,0.158
STU-2337,23IT637,IT,6,83.0,9.22,9.5,declining,0,94.7,75.9,127,37.0,Completed,98.0,Eligible,0,0.067
STU-4153,25EC653,ECE,2,88.0,7.02,6.87,improving,0,73.2,89.3,43,65.3,,83.4,Not Eligible,0,0.056
STU-7339,22ME239,Mechanical,7,80.8,6.79,6.72,stable,0,63.5,82.7,147,48.3,Ongoing,52.5,Placed,0,0.064
STU-7695,23CI595,Civil,6,80.0,8.9,9.06,declining,0,89.8,75.2,127,78.7,Ongoing,76.6,Eligible,0,0.06
STU-5858,24EE558,EEE,4,75.1,6.61,6.01,improving,0,74.2,82.0,84,45.0,,76.0,Not Eligible,0,0.059
STU-2856,22IT256,IT,8,67.6,8.98,9.15,declining,0,94.5,62.4,164,61.1,Ongoing,96.0,Placed,0,0.202
STU-3946,24EC446,ECE,4,80.1,8.14,7.96,improving,0,83.0,80.5,82,19.6,,77.5,Not Eligible,0,0.123
STU-8211,22CI211,Civil,8,83.4,7.66,7.16,improving,0,74.1,78.8,164,49.5,Completed,67.8,Placed,0,0.104
STU-7700,25CI600,Civil,1,76.5,6.94,6.91,stable,1,66.5,80.2,18,94.2,Ongoing,85.5,Not Eligible,0,0.257
STU-5125,22EC725,ECE,8,95.8,7.36,6.72,improving,0,75.0,86.9,170,52.8,,56.8,Placed,0,0.154
STU-4785,25EC385,ECE,2,90.8,7.27,7.27,stable,0,78.3,86.9,42,90.5,Ongoing,29.4,Not Eligible,0,0.078
STU-6921,24ME721,Mechanical,3,83.3,8.47,8.77,declining,0,86.0,74.4,64,62.6,,84.5,Not Eligible,0,0.116
STU-1433,24CS633,CSE,4,89.5,6.46,6.87,declining,0,65.4,86.5,86,37.3,,60.3,Not Eligible,0,0.202
STU-0332,23CS432,CSE,6,99.0,8.56,8.18,improving,0,88.9,84.8,124,98.0,Completed,91.3,Eligible,0,0.042
STU-7442,24ME342,Mechanical,3,93.9,8.01,8.43,declining,0,84.1,90.0,61,88.2,,55.6,Not Eligible,0,0.079
STU-1078,23CS278,CSE,6,86.5,7.37,7.08,improving,0,79.7,89.1,128,41.1,,78.7,Eligible,0,0.072
STU-3262,24IT662,IT,4,78.8,7.81,8.03,declining,0,79.3,83.3,80,62.1,,74.7,Not Eligible,0,0.15
STU-5492,25EE192,EEE,1,83.9,6.63,6.35,improving,0,60.8,85.5,18,44.7,Ongoing,72.9,Not Eligible,0,0.061
STU-4277,23EC777,ECE,6,69.2,8.53,8.28,improving,0,82.5,72.9,128,40.8,Completed,58.1,Eligible,0,0.124
STU-7061,25ME861,Mechanical,2,59.2,8.73,8.78,stable,0,93.1,64.1,42,37.5,,87.1,Not Eligible,1,0.538
STU-2725,23IT125,IT,6,72.9,7.28,7.29,stable,1,65.9,86.7,120,44.6,Completed,70.9,In Process,0,0.189
STU-4646,23EC246,ECE,5,85.4,7.03,7.44,declining,0,68.4,93.2,103,44.9,Ongoing,83.3,Eligible,0,0.139
STU-2646,22IT946,IT,7,84.6,8.33,8.24,stable,0,81.3,85.0,143,78.1,Completed,79.6,Placed,0,0.105
STU-0112,25CS212,CSE,2,73.1,7.97,7.39,improving,0,81.2,75.5,42,57.4,,89.7,Not Eligible,0,0.085
STU-2304,25IT604,IT,1,76.6,8.52,8.91,declining,0,90.7,74.8,18,73.9,Ongoing,75.1,Not Eligible,0,0.206
STU-4778,22EC378,ECE,8,81.1,7.31,7.25,stable,0,77.5,72.0,169,60.4,Completed,78.6,In Process,0,0.157
STU-7582,25CI482,Civil,2,75.0,8.22,8.59,declining,1,84.0,77.0,40,94.1,,80.2,Not Eligible,0,0.319
STU-7961,24CI861,Civil,4,81.7,7.9,8.08,declining,0,83.6,79.0,80,22.7,,52.9,Not Eligible,0,0.112
STU-0803,23CS903,CSE,5,88.1,8.54,7.48,improving,0,83.8,85.2,101,71.1,,91.4,Eligible,0,0.07
STU-6828,22ME628,Mechanical,8,80.7,6.43,5.85,improving,0,64.4,84.5,170,54.9,Completed,60.6,In Process,0,0.146
STU-0719,25CS819,CSE,1,83.1,9.07,9.22,declining,0,79.8,81.0,23,82.7,,93.9,Not Eligible,0,0.072
STU-0586,25CS686,CSE,2,86.0,8.62,8.6,stable,0,85.1,83.3,40,58.9,,98.0,Not Eligible,0,0.126
STU-0218,23CS318,CSE,6,86.2,8.78,9.05,declining,0,89.8,78.9,126,60.4,Completed,70.0,Eligible,0,0.156
STU-0428,22CS528,CSE,8,94.3,6.17,5.89,improving,0,62.3,99.6,166,52.1,,76.1,Not Eligible,0,0.126
STU-1564,24CS764,CSE,3,82.3,8.73,8.76,stable,0,99.0,70.7,64,71.8,,95.5,Not Eligible,0,0.074
STU-6258,22EE958,EEE,8,89.7,6.8,6.82,stable,0,63.8,93.0,169,66.4,,71.1,Placed,0,0.069
STU-6936,24ME736,Mechanical,3,85.2,8.5,8.73,declining,0,86.7,90.0,63,35.8,,64.8,Not Eligible,0,0.169
STU-4984,24EC584,ECE,3,77.1,8.08,7.69,improving,0,83.0,71.0,65,51.7,,70.3,Not Eligible,0,0.092
STU-5136,24EC736,ECE,4,83.0,6.79,6.39,improving,3,73.4,78.8,73,61.3,,67.9,Not Eligible,0,0.486
STU-6650,25ME450,Mechanical,2,79.1,7.23,6.71,improving,0,79.3,83.8,40,74.1,,82.0,Not Eligible,0,0.053
STU-0999,22CS199,CSE,8,83.4,7.56,7.21,improving,0,70.2,86.5,166,33.0,Completed,64.2,Placed,0,0.153
STU-7167,24ME967,Mechanical,4,91.0,7.22,6.29,improving,0,76.4,93.6,85,44.7,,76.8,Not Eligible,0,0.085
STU-2120,22CS420,CSE,8,77.3,8.52,8.32,improving,0,86.6,77.4,164,87.3,Ongoing,70.7,Placed,0,0.135
STU-5678,25EE378,EEE,2,68.4,8.36,8.71,declining,0,83.6,65.9,40,18.2,,77.7,Not Eligible,0,0.224
STU-7220,24ME120,Mechanical,4,88.7,6.62,6.82,declining,0,64.5,83.3,86,76.1,,65.9,Not Eligible,0,0.091
STU-7984,22CI884,Civil,7,96.9,7.88,7.36,improving,0,81.7,80.1,143,65.5,,75.4,Not Eligible,0,0.075
STU-4838,25EC438,ECE,1,98.9,6.85,6.85,stable,0,70.4,89.0,19,73.6,,74.0,Not Eligible,0,0.08
STU-3635,25EC135,ECE,2,75.1,6.43,5.84,improving,0,60.2,79.3,38,61.8,,50.1,Not Eligible,0,0.087
STU-1606,24CS806,CSE,4,81.3,8.16,8.13,stable,0,73.8,85.2,85,39.4,,68.1,Not Eligible,0,0.099
STU-4947,25EC547,ECE,1,85.1,7.71,7.66,stable,0,68.3,89.2,22,50.8,,70.9,Not Eligible,0,0.059
STU-5150,24EC750,ECE,4,87.3,8.69,8.49,improving,0,89.7,79.1,86,95.2,,98.0,Not Eligible,0,0.048
STU-5004,22EC604,ECE,8,83.3,7.74,7.58,improving,0,80.8,83.2,164,47.7,,69.6,In Process,0,0.051
STU-1493,25CS693,CSE,2,79.6,8.03,7.92,stable,0,79.5,71.7,43,24.8,,66.3,Not Eligible,0,0.083
STU-5159,23EC759,ECE,6,89.0,7.46,6.92,improving,0,77.7,85.5,126,5.0,Completed,65.7,Eligible,0,0.203
STU-0011,25CS111,CSE,1,84.9,7.27,7.44,declining,0,75.0,72.0,22,72.6,Ongoing,90.4,Not Eligible,0,0.079
STU-7079,25ME879,Mechanical,2,88.5,6.71,6.5,improving,0,77.6,80.5,40,98.0,,54.0,Not Eligible,0,0.156
STU-7773,24CI673,Civil,4,72.6,7.07,6.82,improving,0,75.3,76.2,80,56.7,,80.6,Not Eligible,0,0.069
STU-2996,23IT396,IT,6,76.0,7.65,6.99,improving,0,81.0,76.6,127,81.2,,66.7,Eligible,0,0.11
STU-5869,24EE569,EEE,3,85.1,6.2,6.3,stable,0,69.5,81.4,61,29.6,,73.6,Not Eligible,0,0.164
STU-8383,25CI383,Civil,1,76.1,8.75,8.92,declining,0,92.8,81.5,22,35.0,,84.9,Not Eligible,0,0.128
STU-5384,23EE984,EEE,6,86.3,8.61,8.52,stable,0,83.7,84.2,128,59.9,Completed,76.7,Eligible,0,0.098
STU-3605,23EC105,ECE,5,84.6,8.34,8.61,declining,0,89.9,80.2,106,64.5,,70.5,Eligible,0,0.12
STU-3072,24IT472,IT,4,71.0,7.48,8.11,declining,0,72.4,66.1,84,56.5,,61.6,Not Eligible,0,0.42
STU-0046,23CS146,CSE,6,78.8,8.54,7.93,improving,0,79.4,79.2,127,26.5,Completed,78.2,Eligible,0,0.219
STU-7983,22CI883,Civil,7,81.1,8.35,8.12,improving,0,84.5,88.3,143,67.3,,86.3,Placed,0,0.181
STU-2672,23IT972,IT,5,88.9,7.93,7.88,stable,0,73.8,85.3,101,98.0,Completed,83.8,Eligible,0,0.085
STU-8363,22CI363,Civil,8,67.9,7.8,8.06,declining,0,71.0,63.7,169,40.3,Completed,73.1,Placed,0,0.198
STU-6332,23ME132,Mechanical,6,71.7,6.37,6.15,improving,0,61.8,71.6,126,91.1,Completed,80.9,In Process,0,0.11
STU-3112,24IT512,IT,3,85.8,7.28,7.37,stable,0,75.2,90.0,59,32.6,,42.8,Not Eligible,0,0.095
STU-3597,24EC997,ECE,4,83.1,9.1,8.87,improving,0,88.2,88.9,82,48.2,,98.0,Not Eligible,0,0.076
